   1    2  1.56000e-002  1.56000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   1    3 -6.67000e-002 -6.67000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   1    4 -8.33000e-002 -8.33000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   1    5 -5.00000e-001 -5.00000e-001  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   1    6 -3.97000e-001 -3.97000e-001  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   1    7 -5.00000e-001 -5.00000e-001  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   1    8 -5.00000e-001 -5.00000e-001  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   1   10 -3.00000e-002 -3.00000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   1   11 -1.16700e-001 -1.16700e-001  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   1   12 -5.00000e-001 -5.00000e-001  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   1   13 -5.00000e-001 -5.00000e-001  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   1   14 -5.00000e-001 -5.00000e-001  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   1   22  7.40000e-003  7.40000e-003  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   1   23 -1.03700e-001 -1.03700e-001  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   1   38 -5.00000e-001 -5.00000e-001  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   1   40 -5.00000e-001 -5.00000e-001  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   1   41 -5.00000e-001 -5.00000e-001  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   1   46  1.03000e-001  1.03000e-001  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   1   48  9.19000e-002  9.19000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   1   49 -1.62200e-001 -1.62200e-001  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   1   50  1.00000e-001  1.00000e-001  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   1   63 -1.83000e-001 -1.83000e-001  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2    3 -2.60000e-003 -2.60000e-003  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2    4  1.40000e-002  1.40000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2    5  2.56000e-002  2.56000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2    6  1.33000e-002  1.33000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2    7 -5.60000e-003 -5.60000e-003  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2    8  2.30000e-002  2.30000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2    9  3.00000e-002  3.00000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2   10  4.22000e-002  4.22000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2   11  3.52000e-002  3.52000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2   12  4.96000e-002  4.96000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2   13  4.74000e-002  4.74000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2   14  4.22000e-002  4.22000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2   22  2.15000e-002  2.15000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2   23  3.30000e-002  3.30000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2   38  3.50000e-002  3.50000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2   40  3.63000e-002  3.63000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2   41  4.00000e-002  4.00000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2   46  3.11000e-002  3.11000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2   48  3.00000e-002  3.00000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2   49  9.19000e-002  9.19000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2   50  8.50000e-002  8.50000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2   51  1.35600e-001  1.35600e-001  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2   62  5.00000e-001  5.00000e-001  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2   63  1.80000e-001  1.80000e-001  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   2   98  2.30000e-002  2.30000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   3    4  1.10000e-003  1.10000e-003  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   3    5 -6.70000e-003 -6.70000e-003  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   3    6  9.60000e-003  9.60000e-003  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   3    8  7.80000e-003  7.80000e-003  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   3   10 -1.00000e-002 -1.00000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   3   11  6.70000e-003  6.70000e-003  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   3   12  1.85000e-002  1.85000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   3   14  1.44000e-002  1.44000e-002  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
   3   22  8.90000e-003  8.90000e-003  0.00000e+000  0.00000e+000  0.00000e+000  0.00000e+000
